query,doc_id,full_text,h1,h2,qdrant_score,label
Cara mengatasi mata panda dan ketiak hitam dengan treatment peeling,3d724ab4-59ef-45fa-8543-a0768ca496f1,"SINGLE TREATMENT

Ultra Bright Underarm Peeling

Tindakan medis berupa pengelupasan sel kulit mati pada area ketiak menggunakan cairan kimiawi, bermanfaat untuk mencerahkan dan mengecilkan pori-pori.

MANFAAT

©) 20 menit (@) Rp499.500

* Mengangkat sel kulit mati

* Mencerahkan kulit area ketiak

Merangsang pembentukan sel-sel kulit baru

*

* Memperbaiki tekstur kulit

PROSEDUR

Cleansing - Treatment - Post treatment

Ultra Bright Intimate Peeling

Tindakan medis berupa pengelupasan sel kulit mati pada area bikini (area selangkang) menggunakan cairan kimiawi. Proses pengelupasan menyebabkan destruksi pada lapisan epidermis.

‘t) 20 menit () Rp499.500

MANFAAT

* Mengangkat sel kulit mati

¢ Mencerahkan kulit area bikini

* Merangsang pembentukan sel-sel kulit baru

* Memperbaiki tekstur kulit",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.62690485,0
Cara mengatasi mata panda dan ketiak hitam dengan treatment peeling,f378ed86-be72-4640-8acf-c4afec4c62b3,"MANFAAT

2) 60 menit

@ Mulai dari Rp6.500.000

Membantu mengurangi produksi keringat berlebih dan bau badan pada area underarm, serta membantu merejuvenasi, dan mengencangkan kulit

PROSEDUR

Cleansing - Anestesi - Treatment - Post treatment

|

90

FRHA ULTIMATE

MAKE OVER CENTER

SINGLE TREATMENT

Neve

Korean Double Eyelid

Tindakan bedah sederhana yang dikenal sebagai blepharoplasty untuk kulit dan lemak area kelopak mata. Metode treatment disesuaikan dengan kebutuhan pasien setelah berkonsultasi dengan Dokter SpKK untuk mencapai hasil yang harmonis pada kelopak mata untuk membentuk kelopak mata lebih indah dan simetris mutlak

LY 1-9 i 5) r2jam

MANFAAT

: : Mulai dari

Membentuk kelopak mata lebih indah dan p

PROSEDUR

Cleansing - Treatment - Post treatment

Hanya tersedia di ERHA Central Pondok Indah

NEW re",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.582999,0
Perawatan jerawat di kulit sensitif dengan harga berapa,2fb93853-d69a-4a56-b642-556f1768ef77,"Combo Acne Treatment

Rp 387.500

Kombinasi treatment Sensitive Acne Prone Peeling dan Acne Redness Treatment by IPL, berfungsi untuk mengatasi jerawat dan acne redness di kulit sensitif

DERMIAS MAX

Black Laser for Acne Q33XZB000

Laser menggunakan black carbon diakhiri dengan masker charcoal, mampu mengurangi jerawat, mengontrol minyak berlebih, © mengurangi peradangan pada jerawat, pori-pori lebih halus, mengurangi bekas jerawat kehitaman & merejuvenasi kulit serta kulit jadi lebih kenyal.

Sebum Reduction Microtherapy

Rp 850.000

Treatment Microneedle tanpa rasa _ sakit menggunakan duo powerful serum: Oil control & Brightening Serum, bikin kulit bebas minyak, mencegah timbulnya jerawat, mengurangi bekas jerawat, menyamarkan pori, kulit menjadi lebih halus & auto glowing. Hasil terasa dalam 1x treatment",661627558-Katalog-Dermies-Max-by-Erha-Hiress.pdf,,0.65195227,1
Perawatan jerawat di kulit sensitif dengan harga berapa,4e36f126-1a35-4873-a19a-ce402d295efc,"ERHA ULTIMATE

ACNE CENTER

PROGRAMS

Acne Finale Ultimate

Solusi mengatasi semua masalah bekas jerawat

No Acne No Cry Program Solusi mengatasi jerawat aktif

Comedoless & Poreless Program Solusi mengatasi komedo dan pori-pori besar

TREATMENT PLAN ILLUSTRATION

Product Plan

Basic Plan

Advance Plan

@& Konsultasi dengan Dokter/Dermatologist

@ Rangkaian produk

2) Mulai dari bulan

©@) Mulai dari Rp518.500

& Konsultasi dengan Dokter/Dermatologist

& Rangkaian produk 1Jenis treatment “D) Mulai dari] bulan ©) Mulai dari Rp967.000

@& Konsultasi dengan Dokter/Dermatologist

@&% Rangkaian produk

& Lebih dari 1jenis treatment

“S) Mulai dari 1 bulan © Mulai dari Rp1.737.000

*Plan sebagai contoh. Harga, durasi, dan skin goals disesuaikan dengan kondisi kulit masing-masing.

5

ERHA ULTIMATE",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.6072388,1
Perawatan jerawat di kulit sensitif dengan harga berapa,13154bc3-12c8-4724-8afc-eb938166b78e,"ACNE CENTER

SINGLE TREATMENT

OX JS , [- an = s\\ | ‘ ‘

4 Blue Light Therapy

Terapi dengan menggunakan sinar biru yang bekerja dengan cara membunuh bakteri P-acnes sebagai penyebab jerawat, sehingga membantu mengatasi jerawat aktif dan meradang.

Aman untuk ibu hamil dan menyusui.

MANFAAT

2) +30 menit () Rp227.500

Mengatasi jerawat aktif dan meradang. Sangat efektif digunakan dalam rangkaian terapi jerawat terutama untuk mengurangi peradangan pada jerawat yang aktif.

PROSEDUR

Cleansing - Pengolesan Cairan Peeling - Post Treatment

Instant Acne Treatment

Terapi untuk mengurangi peradangan jerawat dengan menyuntikkan cairan kortikosteroid ke lesi jerawat.

MANFAAT

Mengurangi peradangan pada jerawat.

“T) 15 menit (tergantung lesi jerawat)

@) Mulai dari Rp255.000

a

6

ERHA ULTIMATE",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.5998642,1
Perawatan jerawat di kulit sensitif dengan harga berapa,40033b5c-6dfe-4a48-a1c0-7201934c0598,"Refresh Acne Oxy

Treatment yang bertujuan untuk mengalirkan serum khusus bersamaan dengan oxygen secara optimal ke permukaan kulit yang dapat mengurangi jerawat, mengontrol minyak & menutrisi kulit

DERMIAS Max

Comedo Extraction @i-xex0W

Proses pengangkatan atau penghilangan komedo.

Milia Extraction

Rp 100.000

Treatment untuk mengangkat atau menghilangkan milia dari wajah yang mengganggu penampilan

DERMIAS MAX

© 20 Menit = aa

Gentle Purifying

Peeling yang cocok atasi bakteri penyebab jerawat, hempas komedo, serta mengangkat sel kulit mati. Bagus untuk kulit yang berjerawat dan minyak berlebih

Y

Blue Photopurifying

Sinar (BLUE LIGHT) mampu atasi jerawat aktif dan membunuh bakteri penyebab jerawat. Cocok untuk hempas jerawat kamu.

DERMISS Max

Sensitive Acne Prone Peeling

Rp 150.000

Peeling untuk kulit berjerawat & sensitive yang dapat mencerahkan wajah, mengurangi jerawat & komedo juga mencegah penuaan kullit.

a —_—",661627558-Katalog-Dermies-Max-by-Erha-Hiress.pdf,,0.5912547,1
Cara mengatasi kerutan dahi dan area mata,2fd4b81a-7d7b-45b1-a19c-73bf2e9cad2c,"Hyperpigmentation Treatment by Microneedle

Mampu mengatasi masalah hiperpigmentasi pada kulit, dapat mencerahkan wajah dan merejuvenasi kulit.

DERMIS Max

Kerutan Dahi

dan area mata

Munculnya kerutan di dahi & area mata merupakan salah satu tanda penuaan. Selain faktor bertambahnya usia yang mengurangi produksi kolagen dalam kulit, kerutan pada kulit wajah juga bisa disebabkan oleh gerakan ekspresi wajah yang dilakukan secara sering & berulang -ulang seperti mengernyitkan dahi, menyipitkan mata dan menaikkan alis.

Garis halus atau kerutan akan muncul secara alami pada usia 40-50 tahun. Namun, bukan berarti kondisi ini tidak bisa terjadi pada orang-orang yang usianya lebih muda. Alangkah baiknya sebelum kerutan muncul, lebih baik melakukan perawatan yang tepat secara dini pada kulit wajah kita, sehingga wajah pun bisa terbebas dari kerutan dan tampak awet muda.

Kerutan yang sudah muncul dan tampak jelas akan lebih susah untuk dihilangkan, dibandingkan jika sudah melakukan perawatan untuk mencegah munculnya kerutan pada wajah.",661627558-Katalog-Dermies-Max-by-Erha-Hiress.pdf,,0.6466799,1
Cara mengatasi kerutan dahi dan area mata,75cfc230-deb7-4892-8b4b-8980ab6b783c,"DERMIAS MAX

© 20-30 Menit

Botox Treatment

(@erinten

Treatment dengan menginjeksikan Botulinum Toxin yang berfungsi untuk merelaksasi otot wajah sehingga mencegah & mengurangi garis-garis kerutan pada area dahi & mata sehingga area dahi menjadi lebih glowing. Merupakan tindakan non-invasive, aman & efektif untuk mengatasi kerutan

Botox area dahi mulai dari Rp 2.000.000

*tergantung luas area dahi

Botox full upper face (area dahi + mata) Rp 4.000.000

DERMIAS

www.dermies.co.id 3) ch @dermiesmax Dermies Skin Solution @ DECCA (Dermies Max Customer Care): 0812 1331 5041

Bussiness Park Ruko Blok F No.23, Jl Jendral Sudirman @ 08118990195 Lantai Dasar (GF) #42 JI. Peta No.24, Bandung @ 082113416690 Lt. UG JI Letjen S.Parman No.11, Jakarta Barat @ 081290096454 JI. Pasir Kaliki No.207 Kec. Sukajadi, Bandung, 40162 @ 08116305000 Unit 1F B1E. Jl. Tegar Beriman No.1, Bogor 9 08111727055 East Lobby. JI. Jend. Basuki Rachmat No.1A. Cipinang Besar Selatan, Jatinegara, Jakarta Timur, DKI Jakarta @ 08112171770 Unit GF-12. Jl. Puri Agung No. 01, Kembangan Selatan, Kembangan, Jakarta Barat 11610 @ 082233441395",661627558-Katalog-Dermies-Max-by-Erha-Hiress.pdf,,0.6672821,1
Cara mengatasi kerutan dahi dan area mata,7cd6c48a-ff8f-4e78-9fab-6f952f8239a7,"PROSEDUR

Cleansing - Treatment - Post treatment

ee

35

ERHA ULTIMATE

BRIGHTENING CENTER

SINGLE TREATMENT

Panda Eyes Rejuvenation Peeling

Tindakan medis berupa pengelupasan kulit area periorbital dengan menggunakan cairan kimiawi Lactic Acid dan TCA yang bertujuan untuk mengangkat lapisan sel kulit mati di area mata.

2) 20 menit @) Rp329.000

MANFAAT

Mengangkat lapisan sel kulit mati, mencerahkan area mata, merangsang pembentukan sel - sel kulit baru, membantu mengurangi garis - garis halus pada area bawah mata, membantu mengurangi kantung mata

PROSEDUR

Cleansing - Treatment - Post treatment

36

ANTI AGINO CENTER

Solusi Anti Aging No. 1 Paling Direkomendasikan

JENIS TANDA PENUAAN

Flek

Munculnya area dengan warna kulit yang lebih gelap dari sekitarnya

Kulit Kendur

? |

Kulit yang kehilangan elastisitasnya akibat berkurangnya kolagen pada wajah",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.558027,1
Cara mengatasi kerutan dahi dan area mata,196a7d56-5c9d-40c8-882d-efeafe6270a7,"Melasma

Jenis flek hitam yang lebih besar dan disebabkan oleh sinar matahari & hormon

Kerutan

Munculnya lipatan & garis halus di area mata, jidat, dan bibir

37

ERHA ULTIMATE

ANTI AGINO CENTER

PROGRAMS

> > >

Ultimate Younger Program

Bloom in Youth Program

Gentleman Program

Ultimate Younger Look Solution

Pre-Aging Preventive Solution

Men's Skin Ultimate Solution

TREATMENT PLAN ILLUSTRATION

Product Plan

Basic Plan

Advance Plan

& Konsultasi dengan Dokter/Dermatologist

& Konsultasi dengan Dokter/Dermatologist

@& Konsultasi dengan Dokter/Dermatologist

@& Rangkaian produk

& Rangkaian produk

@& Rangkaian produk

£0) Mulai dari 1 bulan

®) Mulai dari Rp877.000

Y Photorejuvenation Laser

@ Lebih dari 1jenis treatment

ft) Mulai dari 1 bulan ®) Mulci dari Rp3.000.000 £0) Mulai dari 1 bulan @® Mulai dari Rp8.000.000

*Plan sebagai contoh. Harga, durasi, dan skin goals disesuaikan dengan kondisi kulit masing-masing.

38

ERHA ULTIMATE",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.55101633,0
Harga treatment deep pore cleansing therapy di ERHA Ultimate,30d4189a-21fd-4983-a0f0-3bfc1ba191b3,"ANTI AGIND CENTER

SINGLE TREATMENT

2) 90 menit (@) Rp395.000

Basic Deep Pore Cleansing Therapy - Rejuv Serum

Tindakan pembersihan kulit wajah secara lebih mendalam dengan menggunakan Medical Grade Equipment dan dikombinasi dengan tindakan massage yang bertujuan untuk membersihkan wajah dari kotoran dan komedo, sehingga menghasilkan kulit wajah yang segar, lebih sehat dan bersih, dan relaxing. Basic: Tindakan Deep Pore Cleansing Therapy paling dasar

yang

MANFAAT

* Membersihkan wajah dari kotoran dan komedo

* Memberikan hasil kulit wajah yang lebih segar, bersih, sehat

PROSEDUR

Cleansing (8 tahap) - Steam - Ekstraksi komedo - HF - Massage wajah dan bahu - Collagen serum - Masker

39

ERHA ULTIMATE

ANTI AGIND CENTER

SINGLE TREATMENT

2) 120 menit

@) Rp495.000

Signature Deep Pore Cleansing Therapy - Rejuv Serum

Tindakan pembersihan kulit wajah secara lebin mendalam dengan menggunakan Medical Grade Equipment dan dikombinasi dengan tindakan massage yang bertujuan untuk membersihkan wajah dari kotoran dan komedo, sehingga menghasilkan kulit wajah yang segar, lebih sehat dan bersih, dan relaxing.

Signature: Tindakan Deep Pore Cleansing Therapy dengan hasil yang paling lengkap dan efektif",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.7120454,1
Harga treatment deep pore cleansing therapy di ERHA Ultimate,f863eeb1-1b6b-4fbf-8f69-28199fae0fa3,"MANFAAT

Membersihkan kulit dari kotoran dan komedo, mencerahkan wajah serta melancarkan peredaran darah dan merileksasi.

PROSEDUR

Cleansing (8 tahap) - Pengolesan cairan facial - Acupressure - Steam - Ekstraksi komedo - HF - Massage wajah dan bahu - Brightening serum - Masker

i

41

ERHA ULTIMATE

ANTLAGIND CENTER

SINGLE TREATMENT

‘U) 120 menit

@ Mulai dari Rp495.000

Signature Deep Pore Cleansing Therapy - C Serum

Tindakan pembersihan kulit wajah secara lebih mendalam dengan menggunakan Medical Grade Equipment, pengolesan cairan facial dan dikombinasi dengan tindakan acupressure dan massage yang bertujuan untuk membersihkan kotoran dan komedo, mengangkat sel kulit mati, memperlancar peredaran darah, sehingga menghasilkan kulit wajah yang segar, lebih sehat dan bersih, serta merileksasi. Dengan penggunaan vitamin C serum dengan kandungan vitamin C murni untuk mengatasi kerusakan sel akibat radikal bebas akan mencerahkan kulit wajah. Tindakan Signature DPCT merupakan tindakan DPCT yang paling lengkap dengan durasi yang lebih lama sehingga akan memberikan manfaat dan rileksasi yang lebih dibandingkan dengan Basic DPCT dan Essential DPCT.",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.67871463,1
Harga treatment deep pore cleansing therapy di ERHA Ultimate,fd395556-26b8-4624-9dca-c3f829f4ee19,"MANFAAT

¢« Membersihkan wajah dari kotoran dan komedo

* Memberikan hasil kulit wajah yang lebih segar, bersih, sehat

* Memberikan efek relaxing pada kulit wajah

PROSEDUR

Cleansing (8 tahap) - Pengolesan cairan facial - Acupressure - Steam - Ekstraksi komedo - HF - Massage wajah dan bahu - Serum Rejuvenation - Masker

40

ERHA ULTIMATE

ANTLAGIND CENTER

SINGLE TREATMENT

2) 120 menit

@ Mulai dari Rp495.000

Signature Deep Pore Cleansing Therapy - Bright Serum

Tindakan pembersihan kulit wajah secara lebih mendalam dengan menggunakan Medical Grade Equipment, pengolesan cairan facial dan dikombinasi dengan tindakan acupressure dan massage yang bertujuan untuk membersihkan kotoran dan komedo, mengangkat sel kulit mati, memperlancar peredaran darah, sehingga menghasilkan kulit wajah yang segar, lebih sehat dan bersih, serta merileksasi. Dengan penggunaan brightening serum dengan kandungan mulberry extract akan membuat kulit menjadi lebih cerah. Tindakan Signature DPCT merupakan tindakan DPCT yang paling lengkap dengan durasi yang lebih lama sehingga akan memberikan manfaat dan rileksasi yang lebih dibandingkan dengan Basic DPCT dan

Essential DPCT.",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.66776186,1
Harga treatment deep pore cleansing therapy di ERHA Ultimate,4e36f126-1a35-4873-a19a-ce402d295efc,"ERHA ULTIMATE

ACNE CENTER

PROGRAMS

Acne Finale Ultimate

Solusi mengatasi semua masalah bekas jerawat

No Acne No Cry Program Solusi mengatasi jerawat aktif

Comedoless & Poreless Program Solusi mengatasi komedo dan pori-pori besar

TREATMENT PLAN ILLUSTRATION

Product Plan

Basic Plan

Advance Plan

@& Konsultasi dengan Dokter/Dermatologist

@ Rangkaian produk

2) Mulai dari bulan

©@) Mulai dari Rp518.500

& Konsultasi dengan Dokter/Dermatologist

& Rangkaian produk 1Jenis treatment “D) Mulai dari] bulan ©) Mulai dari Rp967.000

@& Konsultasi dengan Dokter/Dermatologist

@&% Rangkaian produk

& Lebih dari 1jenis treatment

“S) Mulai dari 1 bulan © Mulai dari Rp1.737.000

*Plan sebagai contoh. Harga, durasi, dan skin goals disesuaikan dengan kondisi kulit masing-masing.

5

ERHA ULTIMATE",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.65761423,0
Harga treatment DNA Salmon Skin Restoration ERHA,3160fccf-e24f-4db0-9cdb-a0dc16a42830,"30 menit 30 menit treatment

anestesi

DNA Salmon Skin Restoration

Treatment peremajaan kulit yang akan membantu memperbaiki tekstur kulit sehingga kulit tampak lebih halus. Menggunakan teknologi Electroporation Needle System (menggunakan Auto Microneedle dan Electroporation) dan serum PDRN (Polydeoxyribonucleitide) yang berasal dari sperma ikan salmon yang berfungsi untuk merangsang pembentukan kolagen dan elastin.

oo. Mulai dari Rp3.500.000

>)

MANFAAT

Mendorong perbaikan kulit yang intens dan penyembuhan luka, untuk mengobati jerawat dan bekas luka, memperbaiki tesktur kullit, mengurangi kerutan dan garis-garis halus, meningkatkan produksi sel-sel kulit yang baru, mencerahkan, dan mengatasi flek-flek.

PROSEDUR

Cleansing - Anestesi - Treatment - Post treatment

a

9

82

ERHA ULTIMATE",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.7738266,1
Harga treatment DNA Salmon Skin Restoration ERHA,74447e83-480b-4d89-b375-d0c6a2b94f7a,"PROSEDUR

Cleansing - Anestesi - Treatment - Post treatment

33

ERHA ULTIMATE

BRIGHTENING CENTER

SINGLE TREATMENT

DNA Salmon Skin Restoration

Tindakan medis dengan menyuntikan serum PDRN (Polydeoxyribonucleitide) yang berasal dari sperma ikan salmon yang berfungsi untuk merangsang pembentukan kolagen dan elastin yang dapat memperbaiki tekstur kulit dan mengecilkan pori-pori.

30 menit anestesi, 30 menit treatment

“L)

@) Rp3.500.000

MANFAAT

Mendorong perbaikan kulit yang intens dan penyembuhan luka, untuk mengobati jerawat dan bekas luka, memperbaiki tesktur kulit, mengurangi kerutan dan garis-garis halus, meningkatkan produksi sel-sel kulit yang baru, mencerahkan, dan mengatasi flek-flek.

PROSEDUR

Cleansing - Anestesi - Treatment - Post treatment

34

ERHA ULTIMATE

BRIGHTENING CENTER",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.73856187,1
Harga treatment DNA Salmon Skin Restoration ERHA,ec24e8c0-4e62-4378-8c36-6f6f99b4c45d,"MANFAAT

Mengencangkan dan mengangkat kulit kendur, dalam mengurangi kerutan dan garis halus. Kulit menjadi kencang dan mempertegas bentuk wajah (V-shape) sehingga tampak segar dan awet muda.

PROSEDUR

Cleansing - Anestesi- Treatment - Post treatment

81

ERHA ULTIMATE

MAKE OVER CENTER

SINGLE TREATMENT

TD)

30 menit 15-30 menit treatment

anestesi

(tergantung luas area treatment)

DNA Salmon Glass Skin Injection

Tindakan medis dengan cara menyuntikkan DNA Salmon serum ke seluruh wajah.

MANFAAT

Mengatasi pori-pori besar, mencerahkan kulit wajah, mengembalikan elastisitas kulit, melembabkan kulit, menghambat proses PeNuaan, meningkatkan produksi kolagen, menghidrasi, dan menghaluskan kullit.

PROSEDUR

Cleansing - Anestesi- Treatment - Post treatment

@)

a Mulai dari Rp5.500.000

“L)",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.71023124,1
Harga treatment DNA Salmon Skin Restoration ERHA,e2e7e965-6c25-48d3-bcbf-83650cf50701,"MANFAAT

* Memperbaiki acne scar tingkat ringan hingga berat

PROSEDUR

Cleansing - Anestesi - Desinfeksi- Treatment - Post Treatment

17

ERHA ULTIMATE

ACNE CENTER

SINGLE TREATMENT

©) 20 menit

@) Mulai dari Rp3.500.000

DNA Salmon Scar Restoration by Vital Injector

DNA Salmon Scar Restoration by Vital Injector merupakan tindakan medis dengan cara menyuntikkan serum PDRN (Polydeoxyribonucleotide) menggunakan vital injector ke seluruh wajah. Manfaat tindakan ini adalah mengurangi jaringan parut/acne scars pada wajah, mengurangi bekas jerawat kemerahan atau kehitaman, dan memboantu tekstur kulit wajah menjadi lebih halus.

MANFAAT

* Memperbaiki tekstur kulit akibat acne scar

* Meregenerasi sel kulit baru

Meningkatkan elastisitas kulit

*

* Meratakan warna kulit

PROSEDUR

Cleansing - Anestesi- Desinfeksi- Treatment - Post Treatment

18",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.6915397,1
Cara mengatasi bibir hitam karena merokok,32183694-19f4-4d35-a380-2e7526f40b13,"Kebiasaan Merokok

Rokok tidak hanya menyebabkan banyak masalah kesehatan tapi juga bisa membuat wajah terlihat kusam. Selain itu, kebiasaan merokok juga dapat menyebabkan warna bibir menjadi lebih hitam.

DERMISS mMAx

£ » ‘ x ‘ T. * hg ee 4"" i. = > sical i eet ea ping H i. a , Teg Jatt eon =e

Bright Lip Peeling

Treatment peeling khusus untuk di area bibir yang berfungsi untuk mencerahkan & melembabkan bibir. Sangat aman untuk bibir yang kering sekalipun & tidak ada rasa sakit atau perih saat treatment.

DERMIAS MAx

Dark Circle

Mata Panda/Dark Circle adalah bagian yang berwarna gelap dibawah mata yang berbentuk lingkaran sehingga menggangu penampilan. Munculnya mata panda atau dark circle ini juga dipengaruhi oleh beberapa faktor :

* Sering begadang

+ Stress

~* Kelelahan

+ Sering terpapar sinar UV

+ Faktor genetik",661627558-Katalog-Dermies-Max-by-Erha-Hiress.pdf,,0.74095726,1
Cara mengatasi bibir hitam karena merokok,3adc17e1-10ed-4975-986f-190fed9a8d3f,"DERMIAS MAX

|

K-Glow Microtherapy

Treatment Microneedle tanpa rasa sakit menggunakan duo powerfull serum : DNA Multipeptide & Brightening Serum yang bikin kulit instant glowing & cerah, kulit menjadi lebih halus, mulus & lembab, mengecilkan pori-pori & mencegah penuaan dini (anti-aging). Hasil langsung terasa dalam 1x treatment.

Meso Brightening

Treatment Injeksi menggunakan DNA Multipeptide Serum yang berfungsi untuk mencerahkan wajah, wajah menjadi lebih glowing, kulit menjadi lembab, dapat menutrisi kulit dan mencegah penuaan dini

DERMIAS MAx

Penggunaan Kosmetik pada Bibir

Kosmetik pada bibir banyak digunakan untuk mempercantik bibir. Tetapi penggunaan kosmetik yang salah dapat menyebabkan warna bibir menjadi lebih hitam.

Konsumsi Kafein Berlebih

Mengonsumsi makanan/ minuman yang mengandung kafein dapat menyebabkan bibir menjadi hitam karena kafein menyebabkan bibir kering dan pecah-pecah, serta mengalami perubahan warna jadi lebih gelap. Kafein banyak ditemukan dalam kopi atau teh.

_",661627558-Katalog-Dermies-Max-by-Erha-Hiress.pdf,,0.59257305,0
Cara mengatasi bibir hitam karena merokok,2f92bc75-387b-40b0-8907-e45d2f458946,"DERMIAS MAx

Dark Circle Rp 115.000 Correcting Treatment

Treatment peeling untuk untuk mengatasi mata panda dan kantung mata, akibat terlalu banyak begadang, mata lelah dan capek. Sehingga area dibawah mata menjadi lebih cerah

DERMIAS MAX

Ketiak Hitam

Dark Underarm

Dark UnderArm/Ketiak Hitam merupakan bagian yang berwarna hitam/gelap di daerah ketiak. Ketiak hitam pastinya sangat mengganggu penampilan & bikin kamu jadi kurang percaya diri. Dark UnderArm/Ketiak Hitam dipengaruhi oleh beberapa faktor :

~ Sering mencukur bulu ketiak sehingga menyebabkan iritasi

Sering memakai pakaian yang ketat +

$$

Infeksi bakteri

Gangguan hormon

Penggunaan deodorant

DERMIAS

Ketiak gelap bisa jadi lebih cerah, halus dan glowing dengan treatment peeling. Biar makin pede maksimal.

Treatment laser dengan kombinasi dengan carbon yang berfungsi untuk mencerahkan kulit area ketiak, menyamarkan pori-pori area ketiak & kulit ketiak menjadi lebih halus

DERMIAS max

Hair Removal",661627558-Katalog-Dermies-Max-by-Erha-Hiress.pdf,,0.48710626,0
Cara mengatasi bibir hitam karena merokok,196a7d56-5c9d-40c8-882d-efeafe6270a7,"Melasma

Jenis flek hitam yang lebih besar dan disebabkan oleh sinar matahari & hormon

Kerutan

Munculnya lipatan & garis halus di area mata, jidat, dan bibir

37

ERHA ULTIMATE

ANTI AGINO CENTER

PROGRAMS

> > >

Ultimate Younger Program

Bloom in Youth Program

Gentleman Program

Ultimate Younger Look Solution

Pre-Aging Preventive Solution

Men's Skin Ultimate Solution

TREATMENT PLAN ILLUSTRATION

Product Plan

Basic Plan

Advance Plan

& Konsultasi dengan Dokter/Dermatologist

& Konsultasi dengan Dokter/Dermatologist

@& Konsultasi dengan Dokter/Dermatologist

@& Rangkaian produk

& Rangkaian produk

@& Rangkaian produk

£0) Mulai dari 1 bulan

®) Mulai dari Rp877.000

Y Photorejuvenation Laser

@ Lebih dari 1jenis treatment

ft) Mulai dari 1 bulan ®) Mulci dari Rp3.000.000 £0) Mulai dari 1 bulan @® Mulai dari Rp8.000.000

*Plan sebagai contoh. Harga, durasi, dan skin goals disesuaikan dengan kondisi kulit masing-masing.

38

ERHA ULTIMATE",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.47577935,0
Harga treatment penghilang lemak dan pengencang kulit di ERHA,3763daaf-63e8-44ea-9628-7114139a2da8,"Mulai dari Rp850.000

®)

MANFAAT

Menghilangkan kelebihan lemak (excess fat), membantu merejuvenasi, dan mengencang- kan kulit. Selain itu membantu mengurangi double chin dan wajah terlihat lebih tirus.

PROSEDUR

Cleansing - Anestesi (optional) - Treatment - Post treatment

75

ERHA ULTIMATE

MAKE OVA CENTER

SINGLE TREATMENT

“L) 30 menit anestesi 30 menit treatment @) Rp1.375.000

Pore Minimizing Treatment by Microneedle

Treatment peremajaan kulit yang akan membantu mengecilkan pori-pori dan memperbaiki tekstur kulit sehingga kulit tampak lebih halus. Menggunakan teknologi Electroporation Needle System (menggunakan Auto Microneedile dan Electroporation) yang berfungsi untuk merangsang pembentukan kolagen dan elastin yang dapat memperbaiki tekstur kulit dan mengecilkan pori-pori.

MANFAAT

Meremajakan kulit, mengecilkan pori-pori dan memperbaiki tekstur kulit.",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.0,1
Harga treatment penghilang lemak dan pengencang kulit di ERHA,79ee26bc-80b1-4f71-a4a1-a3cc606738a9,"PROSEDUR

Cleansing - Treatment - Post treatment

Hanya tersedia di klinik ERHA tertentu

2) 35 menit

Body Sculptor by EMSculpt Neot

Tindakan non-invasive tanpa pembedahan dan jarum suntik yang dapat menghancurkan lemak serta meningkatkan massa otot secara bersamaan hanya dalam 30 menit.

MANFAAT

Membuat tubuh menjadi lebih indah dengan cara membentuk otot, membuat kulit lebih kencang, sekaligus mengurangi lemak.

@ Mulai dari Rp9.000.000

PROSEDUR

Cleansing - Treatment - Post treatment

Hanya tersedia di klinik ERHA tertentu

a

PA

92

ERHA ULTIMATE

MAKE OVA CENTER

SINGLE TREATMENT

“L) 30 menit anestesi 15-60 menit treatment

Skin Tightening Therapy

Tindakan mengencangkan kulit wajah dengan menggunakan teknologi HIFU (High Intensity Focused Ultrasound) yang bekerja hingga ke lapisan SMAS jaringan otot di bawah hipodermis, berfungsi untuk mengencangkan kembali kulit yang kendur. Proses pengencangon kulit akan berlangsung secara bertahap dan dapat bertahan selama 6 - 12 bulan. Wajah akan terlihat lebih tirus dan mempertegas jawline serta V-shape.

(tergantung luas area treatment)",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.69063395,1
